statement,label,statement_id,source
"Evolution doesn't occur through the process of artificial selection, and the fastest animal in the world isn't the turtle.",1,2380,conj_neg_facts
"Chemical reactions don't involve the conservation of atoms to maintain old substances, and the largest continent in the world is Asia.",1,2381,conj_neg_facts
"Earth does have a magnetic field, and earth is 71% water.",1,2382,conj_neg_facts
"Plants use photosynthesis to create energy from sunlight, and water is essential for life.",1,2383,conj_neg_facts
"The smallest tree in the world isn't the redwood, and giraffes are real animals, they aren't made up.",1,2384,conj_neg_facts
"Giraffes are real animals, they aren't made up, and the tallest building in the world is the Burj Khalifa in Dubai.",1,2385,conj_neg_facts
"A substance that can be broken down into simpler substances by chemical means isn't called a compound, and the process by which a liquid turns into a gas is called evaporation.",1,2386,conj_neg_facts
"The smallest country in the world isn't Russia, and hibernation conserves energy during cold periods.",1,2387,conj_neg_facts
"Bananas aren't vegetables, they are fruit, and the study of substances and their interactions is called chemistry.",1,2388,conj_neg_facts
"The Sahara isn't the smallest hot desert, and tornadoes aren't slowly rotating columns of water that can cause minimal damage.",1,2389,conj_neg_facts
"Polar ice caps are primarily made of fresh water, and the Sahara Desert isn't covered in snow and ice.",1,2390,conj_neg_facts
"The Earth isn't flat, and the three types of clouds aren't igneous, sedimentary, and metamorphic.",1,2391,conj_neg_facts
"Not all animals are colorblind, and a group of fish is called a school.",1,2392,conj_neg_facts
"The planet Earth is the only planet known to support life, and the first Olympic Games were held in ancient Greece in 776 BC.",1,2393,conj_neg_facts
"The shortest month of the year is February, and mars doesn't have a thick atmosphere.",1,2394,conj_neg_facts
"The moon isn't a star, it's a satellite, and gravity isn't the force that repels objects with mass away from each other.",1,2395,conj_neg_facts
"Gravity pulls objects towards each other, and the Earth has four seasons: spring, summer, fall, and winter.",1,2396,conj_neg_facts
"The Earth's atmosphere protects us from harmful radiation from the sun, and oxygen is essential for respiration.",1,2397,conj_neg_facts
"The human brain is involved in the body's functions and emotions, and the three states of matter are solid, liquid, and gas.",1,2398,conj_neg_facts
"Neptune has the strongest winds in the solar system, and the study of the universe beyond Earth's atmosphere is called astronomy.",1,2399,conj_neg_facts
"Pizza is a type of food that many people enjoy, and sound doesn't remain stationary through various mediums.",1,2400,conj_neg_facts
"The unscientific method isn't a process for ignoring hypotheses and losing knowledge, and polar bears don't have black fur to stand out in their snowy environment.",1,2401,conj_neg_facts
"Diamonds are the hardest substance on Earth, and the Hubble Space Telescope has provided information about distant celestial objects.",1,2402,conj_neg_facts
"The least abundant gas in Earth's atmosphere isn't nitrogen, and the human skin is the body's largest organ.",1,2403,conj_neg_facts
"The currency used in Japan is the yen, and electromagnetic induction isn't the process by which a constant magnetic field dampens an electric current.",1,2404,conj_neg_facts
"Cows aren't carnivores and they don't only eat meat, and inertia isn't an object's encouragement to change in motion.",1,2405,conj_neg_facts
"The smallest mammal on Earth isn't the blue whale, and the Roman Empire existed from 27 BC to 476 AD.",1,2406,conj_neg_facts
"Chemical reactions involve the rearrangement of atoms to form new substances, and there are oceans in Africa.",1,2407,conj_neg_facts
"Hibernation doesn't waste energy during warm periods, and uranus orbits the Sun on its side.",1,2408,conj_neg_facts
"Fermentation is a process by which microorganisms break down complex organic compounds, and the first successful human heart transplant was performed in 1967.",1,2409,conj_neg_facts
"Migration helps animals find better resources, and the three types of clouds aren't igneous, sedimentary, and metamorphic.",1,2410,conj_neg_facts
"The planet Mars has the largest volcano in our solar system, and humans have five senses: sight, hearing, touch, taste, and smell.",1,2411,conj_neg_facts
"The Statue of Liberty wasn't a gift from Canada, and humans have five basic senses.",1,2412,conj_neg_facts
"Tides aren't prevented by the gravitational interactions between the Earth, Moon, and Sun, and the moon orbits around the Earth.",1,2413,conj_neg_facts
"The sun rises in the east and sets in the west, and the planet Uranus is often referred to as the 'ice giant.'",1,2414,conj_neg_facts
"DNA carries genetic information in living organisms, and the Statue of Liberty was a gift from France to the United States.",1,2415,conj_neg_facts
"The tallest animal in the world isn't the penguin, and water is wet.",1,2416,conj_neg_facts
"The Pacific Ocean isn't the smallest ocean in the world, and cats aren't known for being disobedient pets.",1,2417,conj_neg_facts
"The study of antimatter and its interactions with dark energy isn't called anti-physics, and evolution doesn't occur through the process of artificial selection.",1,2418,conj_neg_facts
"Humans have five basic senses, and the largest fish in the world isn't the goldfish.",1,2419,conj_neg_facts
"Humans do use their brains, and the alphabet consists of 26 letters.",1,2420,conj_neg_facts
"The moon isn't made of cheese, and the study of antimatter and its interactions with dark energy isn't called anti-physics.",1,2421,conj_neg_facts
"The human body doesn't have 100 bones, and the Seven Wonders of the World aren't located in North America.",1,2422,conj_neg_facts
"The process by which a liquid turns into a gas is called evaporation, and humans need air, water, and food to survive.",1,2423,conj_neg_facts
"The fastest animal in the world isn't the sloth, and earthquakes are caused by the movement of tectonic plates.",1,2424,conj_neg_facts
"Saturn has rings, and magnetism is a force that either attracts or repels certain materials.",1,2425,conj_neg_facts
"Inertia isn't an object's encouragement to change in motion, and volcanoes don't form far from areas where Earth's tectonic plates interact.",1,2426,conj_neg_facts
"The smallest continent in the world isn't Africa, and ecosystems consist of living organisms and their physical environment.",1,2427,conj_neg_facts
"The respiratory system doesn't prevent the exchange of gases between the body and the environment, and the human liver can regenerate itself up to 75%.",1,2428,conj_neg_facts
"The carbon cycle doesn't disrupt the balance of carbon in Earth's atmosphere, oceans, and biosphere, and stars don't appear steady due to Earth's atmosphere.",1,2429,conj_neg_facts
